###### Values of the CCP RAM #######
0		100
1		101
2		101
3		101
4		101
5		101
6		101
7		99
8		98
9		96
10		102
11		157
12		179
13		239
14		224
15		196
16		138
17		101
18		99
19		98
20		101
21		192
22		222
23		240
24		226
25		194
26		164
27		129
28		99
29		92
30		92
31		92
32		92
33		89
34		86
35		86
