###### Values of the CCP RAM --- signal_3#######
0		101
1		101
2		101
3		100
4		103
5		113
6		137
7		174
8		145
9		108
10		70
11		34
12		88
13		128
14		152
15		177
16		200
17		223
18		242
19		237
20		217
21		202
22		190
23		182
24		175
25		161
26		44
27		29
28		66
29		94
30		108
31		117
32		113
33		126
34		152
35		137
