###### Values of the CCP RAM --- signal_3#######
0		127
1		127
2		127
3		127
4		127
5		127
6		127
7		127
8		127
9		127
10		125
11		124
12		123
13		125
14		127
15		131
16		136
17		138
18		213
19		106
20		71
21		59
22		63
23		79
24		105
25		127
26		127
27		127
28		127
29		127
30		127
31		127
32		127
33		127
34		127
35		127
