###### Values of the CCP RAM --- signal_3#######
0		40
1		41
2		46
3		58
4		84
5		122
6		129
7		97
8		81
9		77
10		74
11		81
12		102
13		130
14		187
15		221
16		239
17		160
18		118
19		97
20		81
21		74
22		75
23		87
24		105
25		131
26		102
27		83
28		69
29		58
30		54
31		51
32		46
33		44
34		42
35		41
